"All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI"
1837135,"AGC102899",11975,310,18,1,"hgm2011","ALFA",11975,335,319,310,18,4,3.06,5.5,1,4.6
1837824,"AGC333515",6856,242,19,1,"hgm2011","ALFA",6856,259,251,242,19,3.2,1.92,5.3,1,3.6
1838615,"AGC333565",9259,105,16,1,"hgm2011","ALFA",9259,118,112,105,16,5.8,1.52,5.5,1,6.2
1844057,"AGC333563",11788,264,18,1,"hgm2011","ALFA",11788,287,273,264,18,3.7,2.36,5.5,1,4
1845130,"AGC102935",4397,92,18,1,"hgm2011","ALFA",4397,102,98,92,18,3.4,1.12,5.3,1,3.8
1846853,"AGC102923",10624,299,19,1,"hgm2011","ALFA",10624,322,308,299,19,2.6,1.74,5.5,1,2.8
1849525,"AGC321484",6908,248,18,1,"hgm2011","ALFA",6908,266,257,248,18,3.4,2.1,5.3,1,3.9
1850168,"AGC123144",10559,293,19,1,"hgm2011","ALFA",10559,315,302,293,19,2.8,1.99,5.5,1,2.7
1850837,"P1850837",7946,275,18,1,"ctf2009","GBT",7946,328,284,275,18,3.9,1.31,2.2,32,2.1
1851333,"AGC331198",5503,171,18,1,"hgm2011","ALFA",5503,186,180,171,18,4.2,2,5.3,1,5
1852878,"AGC333527",5941,148,18,1,"hgm2011","ALFA",5941,162,156,148,18,3.5,1.56,5.3,1,4.3
1853942,"AGC331285",12875,263,18,1,"hgm2011","ALFA",12875,287,272,263,18,3.3,2.55,5.7,1,4.5
1854530,"AGC102937",5196,65,18,1,"hgm2011","ALFA",5196,73,69,65,18,4.4,0.95,5.3,1,4.2
1856071,"AGC123161",14087,87,16,1,"hgm2011","ALFA",14087,100,93,87,16,6.1,1.65,5.7,1,7.4
1856331,"AGC102942",10961,150,19,1,"hgm2011","ALFA",10961,167,158,150,19,3.2,1.45,5.5,1,3.8
1856846,"AGC101063",8045,168,20,1,"shg2005","AOG",8045,184,176,168,20,3.6,0.67,5.4,1,1.7
1857314,"AGC102990",10417,210,18,1,"hgm2011","ALFA",10417,229,219,210,18,3.6,2.07,5.5,1,4.6
1857772,"AGC102927",7087,161,17,1,"hgm2011","ALFA",7087,176,169,161,17,5.5,2.11,5.3,1,5.8
1859975,"AGC114067",10569,83,18,1,"hgm2011","ALFA",10569,94,88,83,18,4,1.11,5.5,1,5.2
1862611,"AGC160124",6609,80,11,1,"shg2005","AOlf",6609,91,85,80,11,13,3.31,8.5,1,17
1865352,"AGC333540",5009,204,18,1,"hgm2011","ALFA",5009,219,213,204,18,3.9,2.03,5.3,1,4.4
1869613,"AGC321487",7318,305,17,1,"hgm2011","ALFA",7318,324,314,305,17,5.7,5.08,5.3,1,7.8
1870644,"AGC331040",,,,,"shg2005","AOlf",7064,266,256,,40,2,0.93,8.7,1,1.7
1871091,"AGC101075",5318,345,19,1,"shg2005","AOG",5318,363,354,345,19,3,1.19,5.4,1,1.6
1871606,"AGC102943",6972,249,19,1,"hgm2011","ALFA",6972,267,258,249,19,3.1,1.28,5.3,1,2.3
1873324,"AGC333545",9372,98,16,1,"hgm2011","ALFA",9372,110,104,98,16,6.3,2.29,5.5,1,9.8
1873774,"AGC102945",10359,99,18,1,"hgm2011","ALFA",10359,111,105,99,18,3.9,0.78,5.5,1,3.3
1874639,"AGC333538",6784,187,18,1,"hgm2011","ALFA",6784,203,196,187,18,3.4,1.57,5.3,1,3.9
1875149,"AGC102920",6974,317,15,1,"hgm2011","ALFA",6974,336,326,317,15,7.8,4.19,5.3,1,6.2
1877049,"AGC333546",5087,157,17,1,"hgm2011","ALFA",5087,171,165,157,17,4.9,1.95,5.3,1,5.5
1879657,"AGC102799",10364,470,19,1,"hgm2011","ALFA",10364,498,479,470,19,2.9,3.39,5.5,1,3.3
1888231,"AGC321404",7139,122,18,1,"hgm2011","ALFA",7139,135,129,122,18,3.8,1.21,5.3,1,4.3
1890911,"AGC333441",4672,89,18,1,"hgm2011","ALFA",4672,99,95,89,18,3.3,0.94,5.3,1,4.2
1892483,"AGC333384",6746,206,18,1,"hgm2011","ALFA",6746,222,214,206,18,3.3,1.51,5.3,1,3.5
1896562,"AGC333398",8269,201,19,1,"hgm2011","ALFA",8269,219,210,201,19,,1.58,5.5,1,3.5
1897176,"AGC102765",6412,236,18,1,"hgm2011","ALFA",6412,253,245,236,18,4.3,2.27,5.3,1,4.4
1900773,"AGC321437",3688,226,16,1,"hgm2011","ALFA",3688,241,235,226,16,6.3,3.24,5.3,1,6.7
1902722,"AGC333378",7507,287,18,1,"hgm2011","ALFA",7507,306,296,287,18,4.1,1.96,5.3,1,3.2
1902752,"P1902752",6106,290,15,1,"ctf2009","AOG",6106,308,299,290,15,7.8,2.45,1.3,4,3.9
1903418,"AGC102796",6695,183,16,1,"hgm2011","ALFA",6695,199,192,183,16,5.9,2.66,5.3,1,6.5
1904064,"AGC101229",6883,145,17,1,"hgm2011","ALFA",6883,159,153,145,17,5.2,2.43,5.3,1,6.4
1904373,"AGC102822",5240,113,19,1,"hgm2011","ALFA",5240,125,120,113,19,3,1.15,5.3,1,3.5
1904688,"AGC123063",10993,284,19,1,"hgm2011","ALFA",10993,307,293,284,19,2.7,1.88,5.5,1,3.1
1905449,"AGC101690",6903,142,17,1,"hgm2011","ALFA",6903,156,150,142,17,5.5,1.83,5.3,1,5.8
1907055,"AGC101677",6702,193,17,1,"hgm2011","ALFA",6702,209,202,193,17,5.6,2.47,5.3,1,5.9
1908403,"AGC102790",10600,294,19,1,"hgm2011","ALFA",10600,317,303,294,19,2.6,1.77,5.5,1,2.8
1911708,"AGC114023",15146,77,16,1,"hgm2011","ALFA",15146,89,82,77,16,,1.44,5.7,1,7.8
1912053,"AGC320606",7132,279,19,1,"hgm2011","ALFA",7132,298,288,279,19,2.7,2.05,5.3,1,3.4
1912746,"AGC102228",5292,34,14,1,"hgm2011","ALFA",5292,39,36,34,14,9,0.94,5.3,1,10
1916396,"AGC333437",9249,72,17,1,"hgm2011","ALFA",9249,81,76,72,17,5.1,1.19,5.5,1,4.8
1919214,"AGC140005",5029,115,19,1,"shg2005","AOlf",5029,133,122,115,19,2.7,0.85,8.5,2,2.8
1923061,"AGC321410",4817,104,16,1,"hgm2011","ALFA",4817,115,111,104,16,6,1.77,5.3,1,6.6
1925388,"AGC113888",10444,359,17,1,"hgm2011","ALFA",10444,386,368,359,17,5,5.01,5.5,2,6.3
1927784,"AGC113902",6774,219,18,1,"hgm2011","ALFA",6774,236,228,219,18,3.3,1.85,5.3,1,3.7
1929516,"P1929516",4671,386,18,1,"ctf2009","AOG",4671,422,395,386,18,3.7,1.47,1.3,32,1.7
1930896,"AGC102798",5441,196,17,1,"hgm2011","ALFA",5441,211,205,196,17,4.5,2.56,5.3,1,5.9
1931880,"AGC122994",10319,223,18,1,"hgm2011","ALFA",10319,243,232,223,18,3.4,1.94,5.5,1,3.8
1938207,"AGC102767",7094,40,15,1,"hgm2011","ALFA",7094,46,42,40,15,7.9,1.51,5.3,1,9.4
1947743,"AGC123045",10143,122,17,1,"hgm2011","ALFA",10143,136,129,122,17,5.4,2.03,5.5,1,5.7
1947930,"AGC333414",3860,165,18,1,"hgm2011","ALFA",3860,178,173,165,18,3.3,1.73,5.3,1,3.9
1948491,"AGC112533",5626,85,18,1,"hgm2011","ALFA",5626,94,90,85,18,3.5,0.89,5.3,1,4.8
1948571,"AGC123002",4805,93,13,1,"hgm2011","ALFA",4805,103,99,93,13,9.7,2.35,5.3,1,10.3
1950028,"AGC113941",10741,320,19,1,"hgm2011","ALFA",10741,344,329,320,19,2.8,1.85,5.5,1,2.6
1950924,"AGC113935",15099,89,17,1,"hgm2011","ALFA",15099,102,94,89,17,,1.7,5.7,1,7.8
1956463,"AGC102813",6078,186,18,1,"hgm2011","ALFA",6078,201,194,186,18,3.3,1.94,5.3,1,4.6
1956695,"AGC123062",11330,304,19,1,"hgm2011","ALFA",11330,328,313,304,19,3,2.19,5.5,1,3.3
1957022,"AGC333411",10429,133,18,1,"hgm2011","ALFA",10429,148,140,133,18,4.1,1.28,5.5,1,4.2
1960313,"AGC102783",6347,154,15,1,"hgm2011","ALFA",6347,168,162,154,15,8.1,3.66,5.3,1,9.8
1961516,"AGC102800",5523,194,18,1,"hgm2011","ALFA",5523,209,203,194,18,3.5,1.48,5.3,1,3.5
1961582,"PG1961582",,,,,"tmc2006","Nanc",5335,608,592,,80,2.1,2.36,10.9,1,1.6
1962194,"AGC102818",6021,190,16,1,"hgm2011","ALFA",6021,206,199,190,16,6.6,3.8,5.3,1,8.7
1963337,"AGC333419",9323,149,15,1,"hgm2011","ALFA",9323,165,157,149,15,7.3,2.04,5.5,1,5.6
1964491,"AGC321417",6717,228,19,1,"hgm2011","ALFA",6717,245,237,228,19,3,1.72,5.3,1,3.5
1965643,"AGC331801",6737,301,20,1,"shg2005","AOG",6737,322,310,301,20,3.3,0.57,5.4,2,0.9
1966406,"AGC113928",7578,232,19,1,"hgm2011","ALFA",7578,250,241,232,19,2.8,1.57,5.3,1,3.1
1969287,"AGC320803",,,,,"shg2005","AOG",6210,259,251,,25,1.5,0.34,5.4,1,0.6
1979109,"AGC102752",6573,206,18,1,"hgm2011","ALFA",6573,222,215,206,18,4,2.22,5.3,1,4.8
1980913,"AGC310846",12789,535,19,1,"hgm2011","ALFA",12789,570,544,535,19,2.4,2.92,5.7,1,2.6
2004197,"P2004197",2274,157,20,1,"ctf2009","GBT",2274,169,166,157,20,5.9,4.12,1,4,11.8
2019495,"AGC120042",11769,584,20,1,"shg2005","AOlf",11769,626,593,584,20,2.1,1.66,8.9,2,1.3
2024944,"AGC110911",,,,,"shg2005","AOG",10121,417,401,,29,1.6,0.66,5.5,1,0.8
2029584,"AGC120258",4903,105,14,1,"shg2005","AOlf",4903,118,112,105,14,9.4,4.08,8.6,1,16.2
2035088,"AGC320749",9929,231,19,1,"shg2005","AOlf",9929,252,240,231,19,3,1.97,8.7,1,4
2037499,"P2037499",,,,,"ctf2009","AOG",7883,504,480,,21,7.8,4.13,1.4,16,3.8
2038796,"AGC121121",14895,234,20,1,"shg2005","AOlf",14895,260,243,234,20,2,1.52,9,1,2.9
2045810,"AGC121107",11506,300,19,1,"shg2005","AOlf",11506,325,309,300,19,2.3,1.61,8.8,1,2.5
2054801,"AGC121449",,,,,"shg2005","AOG",11662,268,255,,25,2.4,0.78,5.5,1,1.4
2057095,"AGC320786",7124,356,20,1,"shg2005","AOG",7124,379,365,356,20,6.8,4.06,5.4,2,5.5
2061156,"AGC121119",10793,270,19,1,"shg2005","AOlf",10793,294,279,270,19,2.3,1.08,8.8,1,1.9
2062277,"AGC320785",6361,190,14,1,"shg2005","AOG",6361,206,199,190,14,8.3,3.61,5.4,1,8.8
2068086,"P2068086",5844,117,20,1,"ctf2009","AOG",5844,148,124,117,20,8.8,2.91,1.3,32,6.2
2111203,"P2111203",6253,382,18,1,"ctf2009","GBT",6253,403,391,382,18,4,1.03,1.7,4,1.2
2124430,"PG2124430",,,,,"ctm2010","GBT",2756,166,113,,25,2.4,0.2,1.6,64,0.9
2132100,"P2132100",,,,,"ctf2009","GBT",6519,294,271,,34,20.2,5.79,8.6,4,10
2176737,"PG2176737",880,58,15,1,"ctm2010","GBT",880,64,61,58,15,8,0.8,1.6,4,5.1
2271763,"PG2271763",3375,143,16,1,"ctm2010","GBT",3375,156,151,143,16,6.7,2.03,1.6,4,6
2351948,"PG2351948",6251,354,15,1,"archi12","GBT",6251,374,363,354,15,7.6,5.28,3.3,2,6.9
2491615,"PG2491615",4785,326,17,1,"archi12","GBT",4785,344,335,326,17,5.4,5.6,3.2,2,8
2527802,"PG2527802",5788,370,17,1,"archi12","GBT",5788,390,379,370,17,5.6,6.81,3.3,2,8.3
2607686,"PG2607686",7265,558,17,1,"archi12","GBT",7265,584,567,558,17,5,3.63,3.3,2,3
2662644,"PG2662644",,,,,"tmc2006","Nanc",4600,265,250,,100,2.3,1.21,10.9,2,2.6
2663108,"PG2663108",4729,433,15,1,"archi12","GBT",4729,455,442,433,15,7.4,4.9,3.2,4,5.2
2681954,"PG2681954",3426,291,18,1,"archi12","GBT",3426,307,300,291,18,4.2,1.87,3.2,2,3
2717343,"PG2717343",7173,497,18,1,"archi12","GBT",7173,521,506,497,18,3.8,2.99,3.3,2,2.8
2719024,"PG2719024",5074,322,18,1,"archi12","GBT",5074,340,331,322,18,3.8,1.74,3.2,2,2.5
2763301,"PG2763301",3870,269,17,1,"tmc2006","Nanc",3870,287,278,269,17,4.6,3.59,10.8,1,6.5
2792069,"PG2792069",4440,45,15,1,"ksk2004","PAKS",4440,55,47,45,15,7.9,7.26,13.6,1,58.8
2792778,"PG2792778",2754,105,13,1,"ksk2004","PAKS",2754,119,111,105,13,9.8,16,13.4,1,62.8
2793209,"PG2793209",5320,70,18,1,"ksk2004","PAKS",5320,82,74,70,18,3.8,7.92,13.7,1,35.8
2793350,"PG2793350",3110,231,19,1,"HSM2013","PAKS",3110,244,240,231,19,3.1,2.79,1.7,2,5.7
2793656,"AGC112943",4125,103,12,1,"hgm2011","ALFA",4125,113,109,103,12,10.8,2.79,5.3,1,11.9
2793659,"AGC121412",10842,361,18,1,"shg2005","AOG",10842,386,370,361,18,3.9,1.74,5.5,1,2.3
2798385,"PG2798385",4691,396,14,1,"tmc2006","Nanc",4691,417,405,396,14,8.9,13.56,10.9,1,15.8
2800400,"PG2800400",1477,101,17,1,"ksk2004","PAKS",1477,114,107,101,17,5.3,12.25,13.3,1,53.3
2800419,"PG2800419",4437,124,15,1,"ksk2004","PAKS",4437,140,131,124,15,7,14.71,13.6,1,52.6
2800427,"PG2800427",605,35,18,1,"ksk2004","PAKS",605,44,37,35,18,4.2,5.85,13.2,1,56
2800436,"PG2800436",2990,83,13,1,"ksk2004","PAKS",2990,96,88,83,13,9.7,17.58,13.5,1,83.3
2800438,"PG2800438",399,36,19,1,"ksk2004","PAKS",399,45,38,36,19,2.7,4.34,13.2,1,22.4
2800813,"AGC190225",7206,170,19,1,"shg2005","AOlf",7206,187,178,170,19,2.9,0.76,8.7,1,2.1
2800932,"P2800932",,,,,"ctf2009","AOG",5149,525,514,,100,5.9,4.71,1.3,4,4.4
2800960,"AGC200466",10116,404,20,1,"shg2005","AOlf",10116,431,413,404,20,5.9,3.13,8.8,1,3.6
2800970,"AGC212149",8330,275,19,1,"hgm2011","ALFA",8330,295,284,275,19,3.1,2.85,5.5,1,4.6
2800979,"AGC230192",13126,231,18,1,"hgm2011","ALFA",13126,253,240,231,18,3.7,2.67,5.7,1,5.1
2801005,"AGC310262",,,,,"shg2005","AOlf",7910,222,208,,25,5.1,2.97,8.7,2,5.3
2801009,"AGC330973",13258,244,20,1,"shg2005","AOlf",13258,269,253,244,20,2,2.02,8.9,1,3.4
2801012,"AGC232008",4393,43,16,1,"hgm2011","ALFA",4393,49,46,43,16,6.7,1.22,5.3,1,6.8
2801015,"AGC242011",4998,66,13,1,"hgm2011","ALFA",4998,74,70,66,13,10.1,1.94,5.3,1,10.9
2801023,"AGC252522",1763,65,11,1,"hgm2011","ALFA",1763,72,69,65,11,12.6,2.87,5.2,1,18.7
2801027,"AGC261941",2252,67,13,1,"hgm2011","ALFA",2252,74,71,67,13,10.5,1.9,5.2,1,12.4
2801066,"AGC332236",4317,32,17,1,"sgh2008","ALFA",4317,37,34,32,17,4.5,0.38,5.3,1,4.6
2801623,"PG2801623",2084,299,16,1,"ksk2004","PAKS",2084,317,308,299,16,6.6,46.54,13.4,1,74.6
2801967,"PG2801967",1766,130,13,1,"ksk2004","PAKS",1766,145,138,130,13,16.4,36.07,13.3,1,129.1
2802336,"PG2802336",778,259,20,1,"ksk2004","PAKS",778,282,268,259,20,26.6,85.23,13.3,2,150.7
2802338,"PG2802338",,,,,"tmc2006","Nanc",4558,368,357,,100,2.4,3.3,10.9,1,4.1
2802440,"AGC120385",6017,117,18,1,"shg2005","AOlf",6017,135,124,117,18,3.6,1.18,8.5,2,4.3
2806867,"AGC181566",2195,33,17,1,"hgm2011","ALFA",2195,38,35,33,17,5.3,0.61,5.2,1,6.7
2806869,"AGC202138",1352,96,17,1,"hgm2011","ALFA",1352,105,102,96,17,5.7,1.4,5.2,1,6.6
2806883,"AGC252652",2023,28,8,1,"hgm2011","ALFA",2023,33,30,28,8,18.4,1.96,5.2,1,22.7
2806888,"AGC262017",9757,33,17,1,"hgm2011","ALFA",9757,39,35,33,17,5.2,0.64,5.5,1,7
2806955,"AGC174522",14233,43,8,1,"hgm2011","ALFA",14233,50,45,43,8,16,3.65,5.7,1,23.5
2806970,"AGC191819",4576,131,18,1,"hgm2011","ALFA",4576,144,139,131,18,3.5,1.77,5.3,1,4.8
2806971,"AGC202143",7820,70,17,1,"hgm2011","ALFA",7820,79,74,70,17,5.6,1.04,5.5,1,6.3
2806980,"AGC193824",7501,131,18,1,"hgm2011","ALFA",7501,145,139,131,18,3.9,1.31,5.3,1,4.1
2806981,"AGC202043",2739,37,9,1,"hgm2011","ALFA",2739,42,39,37,9,15.2,1.91,5.2,1,19.2
2807008,"AGC202712",10888,107,17,1,"hgm2011","ALFA",10888,121,114,107,17,5,1.9,5.5,1,7.2
2807033,"AGC171465",5551,110,17,1,"hgm2011","ALFA",5551,122,117,110,17,4.6,1.58,5.3,1,6.1
2807048,"AGC101827",4934,109,18,1,"sgh2008","ALFA",4934,120,115,109,18,4.4,1.01,5.3,1,4
2807053,"AGC110398",6768,172,18,1,"hgm2011","ALFA",6768,187,180,172,18,4.4,2.18,5.3,1,5.3
2807061,"PG2807061",298,64,15,1,"ksk2004","PAKS",298,74,67,64,15,7.8,27.21,13.2,1,176.5
2807062,"PG2807062",913,66,13,1,"ksk2004","PAKS",913,77,70,66,13,9.5,14.12,13.3,1,60.2
2807063,"PG2807063",786,52,17,1,"ksk2004","PAKS",786,62,55,52,17,5.2,7.04,13.3,1,54.4
2807064,"PG2807064",2899,229,13,1,"ksk2004","PAKS",2899,247,238,229,13,12,34.21,13.4,1,65.2
2807065,"PG2807065",493,80,13,1,"ksk2004","PAKS",493,91,84,80,13,21,20.4,13.2,1,102.6
2807066,"PG2807066",883,126,20,1,"ksk2004","PAKS",883,147,133,126,20,23.7,46.02,13.3,2,148
2807067,"PG2807067",2864,51,16,1,"ksk2004","PAKS",2864,61,54,51,16,6.9,14.97,13.4,1,73.7
2807070,"PG2807070",853,83,15,1,"ksk2004","PAKS",853,95,88,83,15,7.2,9.55,13.3,1,49.3
2807071,"PG2807071",1989,312,17,1,"ksk2004","PAKS",1989,330,321,312,17,4.7,25.55,13.4,1,38.2
2807073,"PG2807073",946,86,17,1,"ksk2004","PAKS",946,98,91,86,17,5.7,10.16,13.3,1,43.3
2807074,"PG2807074",2771,157,13,1,"ksk2004","PAKS",2771,174,166,157,13,9.8,26.24,13.4,1,73.4
2807078,"PG2807078",1636,87,16,1,"ksk2004","PAKS",1636,99,92,87,16,6.6,12.45,13.3,1,55
2807080,"PG2807080",1156,131,16,1,"ksk2004","PAKS",1156,146,139,131,16,6.7,35.36,13.3,1,110.2
2807084,"PG2807084",1759,216,14,1,"ksk2004","PAKS",1759,233,225,216,14,9.4,41.67,13.3,1,82
2807085,"PG2807085",3727,30,15,1,"ksk2004","PAKS",3727,39,32,30,15,7.1,7.73,13.5,1,77.5
2807087,"PG2807087",1838,263,15,1,"ksk2004","PAKS",1838,280,272,263,15,8.2,34.29,13.4,1,74.6
2807089,"PG2807089",2025,171,13,1,"ksk2004","PAKS",2025,188,180,171,13,13.6,38.87,13.4,1,100.6
2807090,"PG2807090",1538,203,15,1,"ksk2004","PAKS",1538,220,212,203,15,8.1,95.23,13.3,1,211
2807091,"PG2807091",2034,165,16,1,"ksk2004","PAKS",2034,181,173,165,16,6.4,30.83,13.4,1,73.1
2807093,"PG2807093",1479,172,20,1,"ksk2004","PAKS",1479,195,181,172,20,17,40.73,13.3,2,102.5
2807096,"PG2807096",2318,235,17,1,"ksk2004","PAKS",2318,253,244,235,17,5.6,33.23,13.4,1,60.5
2807108,"AGC121819",1582,102,8,1,"hgm2011","ALFA",1582,111,108,102,8,37.8,12.23,5.2,1,53.1
2807125,"AGC181474",1986,55,17,1,"hgm2011","ALFA",1986,61,58,55,17,5.5,1.29,5.2,1,8.2
2807128,"AGC191702",597,31,8,1,"hgm2011","ALFA",597,36,33,31,8,23.9,3,5.2,1,32.3
2807141,"AGC212837",880,26,8,1,"hgm2011","ALFA",880,31,28,26,8,22.6,1.96,5.2,1,21.2
2807142,"AGC212838",881,28,11,1,"hgm2011","ALFA",881,33,30,28,11,12.7,1.62,5.2,1,18
2807150,"AGC231980",,,,,"hgm2011","ALFA",286,28,25,,65,0.2,0.8,5.2,1,11.4
2807192,"AGC181493",2129,59,15,1,"hgm2011","ALFA",2129,65,62,59,15,7.6,1.39,5.2,1,9.4
2807195,"AGC181139",1953,75,18,1,"hgm2011","ALFA",1953,83,80,75,18,3.9,0.95,5.2,1,4.9
2807197,"AGC749396",2523,75,19,1,"hgm2011","ALFA",2523,83,80,75,19,3,1.64,5.2,1,9
2807199,"AGC731425",6158,73,14,1,"hgm2011","ALFA",6158,82,78,73,14,9.5,1.71,5.3,1,10.2
2807200,"AGC202042",3302,73,15,1,"hgm2011","ALFA",3302,81,77,73,15,7.7,1.6,5.3,1,9.2
2807206,"AGC242072",4160,135,16,1,"hgm2011","ALFA",4160,147,142,135,16,6,2.29,5.3,1,7.3
2807214,"AGC320926",2649,56,11,1,"sgh2008","ALFA",2649,62,59,56,11,12.2,2.04,5.2,1,16
2812073,"CGMW56547",3698,157,12,2,"shg2005","AOlf",3701,173,163,154,18,3.7,2.88,8.4,2,8.3
2815808,"PG2815808",1119,42,19,1,"ksk2004","PAKS",1119,51,44,42,19,3,7.18,13.3,1,34.7
2816189,"AGC310467",1719,36,15,1,"hgm2011","ALFA",1719,41,38,36,15,7.2,0.77,5.2,1,8.9
2816191,"AGC331776",2860,19,15,1,"hgm2011","ALFA",2860,24,21,19,15,7.4,0.51,5.2,1,9.2
2816192,"AGC101772",803,42,15,1,"hgm2011","ALFA",803,47,44,42,15,8.1,1.07,5.2,1,9.1
2816197,"AGC122141",3799,107,17,1,"hgm2011","ALFA",3799,118,114,107,17,5.2,1.71,5.3,1,6.1
2816236,"P2816236",5817,409,18,1,"ctf2009","AOG",5817,431,418,409,18,3.6,1.68,1.3,8,1.9
2816251,"P2816251",5535,215,11,2,"ctf2009","AOG",5533,238,228,220,13,10.5,2.08,1.3,8,2.8
2816288,"AGC111332",3611,292,18,1,"hgm2011","ALFA",3611,307,301,292,18,3.3,2.14,5.3,1,3.4
2816328,"P2816328",4250,250,14,2,"ctf2009","GBT",4255,273,266,257,20,4.7,1.04,1.6,4,1.8
2816358,"PG2816358",,,,,"tmc2006","Nanc",5165,366,354,,24,1.8,1.6,10.9,1,2.2
2816373,"PG2816373",,,,,"tmc2006","Nanc",4988,287,261,,40,2.5,1.53,10.9,4,2.4
2816418,"PG2816418",,,,,"tmc2006","Nanc",4708,265,255,,25,1.8,1.12,10.9,1,1.9
2816444,"PG2816444",,,,,"tmc2006","Nanc",3837,462,451,,100,3.3,2.36,10.8,1,2.6
2816528,"PG2816528",,,,,"tmc2006","Nanc",7110,285,273,,34,1.4,1.44,11.1,1,1.8
2816534,"PG2816534",7270,218,20,1,"tmc2006","Nanc",7270,244,227,218,20,3.2,1.91,11.1,2,3.6
2816537,"PG2816537",7108,315,19,1,"tmc2006","Nanc",7108,337,324,315,19,2.1,1.63,11.1,1,2.5
2816543,"PG2816543",,,,,"tmc2006","Nanc",6969,203,193,,60,2.4,2.48,11,1,3.6
2816649,"AGC191467",10812,167,20,1,"shg2005","AOlf",10812,186,175,167,20,1.7,0.54,8.8,1,1.5
2816665,"PG2816665",2086,180,17,1,"tmc2006","Nanc",2086,195,188,180,17,4.7,2.04,10.7,1,5.3
2816707,"AGC201782",9668,356,19,1,"hgm2011","ALFA",9668,380,365,356,19,2.3,1.83,5.5,1,2.2
2816824,"PG2816824",,,,,"tmc2006","Nanc",3199,144,137,,40,4.5,1.98,10.8,1,5.7
2816854,"PG2816854",3396,146,19,1,"tmc2006","Nanc",3396,161,154,146,19,3.2,1.15,10.8,1,3.9
2816907,"AGC241784",7388,148,18,1,"hgm2011","ALFA",7388,163,156,148,18,3.5,1.79,5.3,1,4.2
2816978,"PG2816978",4285,211,20,1,"tmc2006","Nanc",4285,234,220,211,20,5.9,2.8,10.9,2,4.8
2817175,"P2817175",5875,383,19,1,"ctf2009","GBT",5875,403,392,383,19,3.1,1.2,1.7,4,1.4
2817237,"PG2817237",,,,,"tmc2006","Nanc",5917,291,280,,100,5.7,4.22,11,1,7.1
2817276,"PG2817276",2574,62,14,1,"ksk2004","PAKS",2574,73,66,62,14,9.4,17.76,13.4,1,82.9
2817313,"P2817313",6230,244,10,2,"ctf2009","GBT",6230,264,255,246,11,12.3,4.27,1.7,4,7.5
2817340,"PG2817340",5213,215,20,1,"tmc2006","Nanc",5213,233,224,215,20,3.9,1.65,10.9,1,3.1
2817360,"PG2817360",,,,,"tmc2006","Nanc",5390,269,259,,32,1.5,1.81,10.9,1,2.7
2817380,"P2817380",4826,263,13,1,"ctf2009","AOG",4826,282,272,263,13,10.7,1.8,1.3,8,2.6
2817388,"AGC100280",,,,,"shg2005","AOlf",11079,323,307,,40,2.3,1.29,8.8,1,2
2817403,"P2817403",5125,287,14,1,"ctf2009","AOG",5125,304,296,287,14,9.1,3.15,1.3,4,5.2
2817445,"AGC331834",6978,220,14,1,"hgm2011","ALFA",6978,237,229,220,14,9.3,4.59,5.3,1,9.6
2832053,"AGC122884",2436,112,8,1,"hgm2011","ALFA",2436,122,118,112,8,18.4,6.05,5.2,1,23.8
2874384,"AGC260900",9931,256,19,1,"shg2005","AOlf",9931,278,265,256,19,2.2,0.99,8.9,1,1.8
3076025,"PG3076025",3016,101,13,1,"ksk2004","PAKS",3016,115,107,101,13,17.7,31.37,13.5,1,129.7
3076856,"PG3076856",1276,158,13,1,"ksk2004","PAKS",1276,174,167,158,13,11,25.33,13.3,1,70.9
3077231,"PG3077231",2310,171,16,1,"ksk2004","PAKS",2310,188,180,171,16,6.7,20.24,13.4,1,51.6
3078150,"PG3078150",1398,84,19,1,"ksk2004","PAKS",1398,96,89,84,19,3,9.91,13.3,1,63.5
3083625,"AGC140040",,,,,"shg2005","AOlf",4972,227,219,,30,3.3,3.32,8.5,1,6.2
3084910,"AGC310321",8638,168,17,1,"hgm2011","ALFA",8638,185,177,168,17,4.8,2.81,5.5,1,5.5
3089027,"AGC310848",12601,155,18,1,"hgm2011","ALFA",12601,173,163,155,18,3.3,1.63,5.7,1,4.5
3089049,"AGC131391",10747,265,18,1,"hgm2011","ALFA",10747,287,274,265,18,3.4,2.52,5.5,1,4.4
3089105,"AGC321407",11234,108,18,1,"hgm2011","ALFA",11234,122,115,108,18,3.6,1.29,5.5,1,4.7
3089114,"AGC333392",4524,156,16,1,"hgm2011","ALFA",4524,170,165,156,16,6.6,2.45,5.3,1,6.2
3089116,"AGC333404",9527,90,17,1,"hgm2011","ALFA",9527,101,95,90,17,5.7,1.85,5.5,1,7.5
3089333,"AGC726081",10173,339,19,1,"hgm2011","ALFA",10173,363,348,339,19,2.4,2.27,5.5,1,3
3089424,"AGC723802",9197,114,17,1,"hgm2011","ALFA",9197,128,121,114,17,4.6,1.79,5.5,1,6.2
3089451,"AGC733302",1280,35,8,1,"hgm2011","ALFA",1280,40,37,35,8,22.9,3.67,5.2,1,36.5
